Class	Order	Family	Genus	species	Genus_species	Gaspar_code	Size_cm	Geo_range	Diet_level	Home_range	Activity	Level_water	Schooling
actinopterygii_(ray-finned_fishes)	anguilliformes	congridae	poeciloconger	fasciatus	poeciloconger_fasciatus	17404	60	10	FC	Mob	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	serranidae	pogonoperca	ocellata	pogonoperca_ocellata	53220	27	14	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	serranidae	pogonoperca	punctata	pogonoperca_punctata	12727	35	44	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	polynemidae	polydactylus	plebeius	polydactylus_plebeius	7901	45	60	IM	Mob	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	polynemidae	polydactylus	quadrifilis	polydactylus_quadrifilis	5002	200	3	FC	Mob	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	polynemidae	polydactylus	sexfilis	polydactylus_sexfilis	6416	61	53	IM	VMob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	polynemidae	polydactylus	sextarius	polydactylus_sextarius	4470	30		IM	VMob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	labridae	polylepion	cruentum	polylepion_cruentum	13847	24	3	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	polylepion	russelli	polylepion_russelli	13040	25		IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	polyprionidae	polyprion	americanus	polyprion_americanus	349	210	7	FC	Mob	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	polyprionidae	polyprion	oxygeneios	polyprion_oxygeneios	350	150	5	FC	VMob	Day	Low	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	annularis	pomacanthus_annularis	7902	45	37	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	arcuatus	pomacanthus_arcuatus	1117	60	25	IS	Mob	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	asfur	pomacanthus_asfur	11194	40	10	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	chrysurus	pomacanthus_chrysurus	11209	33	13	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	imperator	pomacanthus_imperator	6504	40	103	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	maculosus	pomacanthus_maculosus	7903	50	16	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	navarchus	pomacanthus_navarchus	5661	28	29	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	paru	pomacanthus_paru	1118	41,09999847	31	IS	Mob	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	rhomboides	pomacanthus_rhomboides	25430	46	7	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	semicirculatus	pomacanthus_semicirculatus	5663	40	80	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	sexstriatus	pomacanthus_sexstriatus	6564	46	41	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	xanthometopon	pomacanthus_xanthometopon	5662	38	40	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	pomacanthus	zonipectus	pomacanthus_zonipectus	8328	46	18	IS	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	adelus	pomacentrus_adelus	12476	8,5	34	HD	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	agassizii	pomacentrus_agassizii	12477	11	8	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	albimaculus	pomacentrus_albimaculus	10247	7	6	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	alexanderae	pomacentrus_alexanderae	6920	9	19	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	alleni	pomacentrus_alleni	12479	6	8	PK	Sed	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	amboinensis	pomacentrus_amboinensis	5715	9	51	OM	Sed	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	aquilus	pomacentrus_aquilus	12480	12	13	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	armillatus	pomacentrus_armillatus	25210	7,5	4	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	atriaxillaris	pomacentrus_atriaxillaris	61073	12	1	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	aurifrons	pomacentrus_aurifrons	61536	6,15	6	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	auriventris	pomacentrus_auriventris	12483	5,5	17	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	azuremaculatus	pomacentrus_azuremaculatus	12484	12	7	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	baenschi	pomacentrus_baenschi	12485	10	8	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	bankanensis	pomacentrus_bankanensis	5717	9	46	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	bipunctatus	pomacentrus_bipunctatus	62170	5,53	2	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	brachialis	pomacentrus_brachialis	5718	8	32	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	burroughi	pomacentrus_burroughi	5719	8,5	19	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	caeruleopunctatus	pomacentrus_caeruleopunctatus	61079	8	4	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	caeruleus	pomacentrus_caeruleus	12486	10	24	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	callainus	pomacentrus_callainus	61074	12	2	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	chrysurus	pomacentrus_chrysurus	5721	9	47	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	coelestis	pomacentrus_coelestis	5720	9	65	OM	Sed	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	cuneatus	pomacentrus_cuneatus	12488	7,5	15	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	emarginatus	pomacentrus_emarginatus	5722	10	4	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	grammorhynchus	pomacentrus_grammorhynchus	5723	9	29	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	imitator	pomacentrus_imitator	12489	11	11	PK	Sed	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	indicus	pomacentrus_indicus	12490	11	6	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	javanicus	pomacentrus_javanicus	12491	8	5	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	lepidogenys	pomacentrus_lepidogenys	6620	9	37	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	leptus	pomacentrus_leptus	12494	7	8	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	littoralis	pomacentrus_littoralis	12493	11	23	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	melanochir	pomacentrus_melanochir	12495	7,5	12	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	microspilus	pomacentrus_microspilus	63872	12	1	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	moluccensis	pomacentrus_moluccensis	5724	9	47	OM	Sed	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	nagasakiensis	pomacentrus_nagasakiensis	5716	10	43	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	nigromanus	pomacentrus_nigromanus	5725	9	27	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	nigromarginatus	pomacentrus_nigromarginatus	6621	8	28	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	pavo	pomacentrus_pavo	5726	8,5	73	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	philippinus	pomacentrus_philippinus	5727	10	47	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	pikei	pomacentrus_pikei	12497	11	4	OM	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	reidi	pomacentrus_reidi	5728	9	24	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	rodriguesensis	pomacentrus_rodriguesensis	61853	7,98	1	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	similis	pomacentrus_similis	12500	7	8	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	simsiang	pomacentrus_simsiang	5729	7	24	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	smithi	pomacentrus_smithi	10279	7	16	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	spilotoceps	pomacentrus_spilotoceps	61075	12	6	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	sulfureus	pomacentrus_sulfureus	12503	11	15	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	taeniometopon	pomacentrus_taeniometopon	10280	12	16	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	trichourus	pomacentrus_trichourus	12504	11	21	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	trilineatus	pomacentrus_trilineatus	12505	10	16	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	tripunctatus	pomacentrus_tripunctatus	8277	7,5	30	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	vaiuli	pomacentrus_vaiuli	5730	10	51	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	wardi	pomacentrus_wardi	10281	8	6	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	xanthosternus	pomacentrus_xanthosternus	12506	10	8	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomacentrus	yoshii	pomacentrus_yoshii	62173	6,937	1	OM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomachromis	exilis	pomachromis_exilis	5731	5	4	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomachromis	fuscidorsalis	pomachromis_fuscidorsalis	10282	6		PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomachromis	guamensis	pomachromis_guamensis	5732	4,5	3	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pomachromis	richardsoni	pomachromis_richardsoni	6923	6	24	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	andamanensis	pomadasys_andamanensis	13117	15,4	2	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	argenteus	pomadasys_argenteus	399	70		IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	commersonnii	pomadasys_commersonnii	5126	80	20	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	furcatus	pomadasys_furcatus	7707	50	17	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	incisus	pomadasys_incisus	5003	50	9	IM	Mob	Both	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	jubelini	pomadasys_jubelini	4708	60	5	IM	Mob	Both	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	kaakan	pomadasys_kaakan	6006	80	49	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	maculatus	pomadasys_maculatus	4447	59,3	47	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	perotaei	pomadasys_perotaei	9911	36	5	IM	Mob	Both	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	punctulatus	pomadasys_punctulatus	46379	30	22	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	rogerii	pomadasys_rogerii	5004	60	5	IM	Mob	Both	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	stridens	pomadasys_stridens	7708	20	15	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	suillus	pomadasys_suillus	17426	40	3	IM	Mob	Both	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	haemulidae	pomadasys	taeniatus	pomadasys_taeniatus	27317	25	4	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	pomatoschistus	marmoratus	pomatoschistus_marmoratus	9191	8	6	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	pomatoschistus	pictus	pomatoschistus_pictus	46344	6		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	scorpaenidae	pontinus	accraensis	pontinus_accraensis	5006	40	5	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	scorpaenidae	pontinus	castor	pontinus_castor	1200	46	4	IM	Sed	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	scorpaenidae	pontinus	furcirhinus	pontinus_furcirhinus	14205	27	15	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	scorpaenidae	pontinus	nigropunctatus	pontinus_nigropunctatus	10184	35		FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	scorpaenidae	pontinus	strigatus	pontinus_strigatus	59566	8	2	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	scorpaenidae	pontinus	vaughani	pontinus_vaughani	14212	44,29999924	5	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	batrachoidiformes	batrachoididae	porichthys	margaritatus	porichthys_margaritatus	8220	17	12	IM	Mob	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	ophidiiformes	ophidiidae	porogadus	subarmatus	porogadus_subarmatus	8988	20,4	1	IM	Mob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	chlopsidae	powellichthys	ventriosus	powellichthys_ventriosus	56332	60	1	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	bilineatus	praealticus_bilineatus	59608	9	14	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	brunneus	praealticus_brunneus	ird-8651-g	8		HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	caesius	praealticus_caesius	61224	6,7	13	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	dayi	praealticus_dayi	61230	8	1	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	labrovittatus	praealticus_labrovittatus	59515	4,2	5	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	margaritatus	praealticus_margaritatus	59663	5,52	5	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	multistriatus	praealticus_multistriatus	61225	9	1	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	natalis	praealticus_natalis	6055	8	1	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	oortii	praealticus_oortii	61223	6	13	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	poptae	praealticus_poptae	59516	4,7	3	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	striatus	praealticus_striatus	59613	9	10	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	praealticus	triangulus	praealticus_triangulus	59658	7	6	HD	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	premnas	biaculeatus	premnas_biaculeatus	6632	17	36	PK	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	alalaua	priacanthus_alalaua	9902	26		IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	arenatus	priacanthus_arenatus	1149	50	36	FC	Mob	Both	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	blochii	priacanthus_blochii	9903	35	38	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	hamrur	priacanthus_hamrur	5791	45	94	IM	Mob	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	macracanthus	priacanthus_macracanthus	356	30	35	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	meeki	priacanthus_meeki	7787	33	4	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	nasca	priacanthus_nasca	9910	27,5	1	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	sagittarius	priacanthus_sagittarius	9913	35		IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	priacanthus	tayenus	priacanthus_tayenus	4651	35	34	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	ailina	priolepis_ailina	59325	1,7	6	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	anthioides	priolepis_anthioides	52802	2,97	4	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	ascensionis	priolepis_ascensionis	59392	2	2	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	aureoviridis	priolepis_aureoviridis	56809	6,4	3	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	cincta	priolepis_cincta	7221	7	78	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	compita	priolepis_compita	26317	2,5	25	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	dawsoni	priolepis_dawsoni	55041	2,630000114	12	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	eugenius	priolepis_eugenius	7830	5,59	4	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	fallacincta	priolepis_fallacincta	8454	3,2	22	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	farcimen	priolepis_farcimen	22492	1,9	4	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	hipoliti	priolepis_hipoliti	3897	4	13	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	inhaca	priolepis_inhaca	8032	4	31	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	kappa	priolepis_kappa	27354	2,55	20	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	limbatosquamis	priolepis_limbatosquamis	56847	2,2	3	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	nocturna	priolepis_nocturna	25525	3,9	14	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	nuchifasciata	priolepis_nuchifasciata	52427	4	24	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	pallidicincta	priolepis_pallidicincta	56842	2,79	16	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	semidoliata	priolepis_semidoliata	12885	2,4	80	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	squamogena	priolepis_squamogena	56844	2,9	11	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	triops	priolepis_triops	59408	2	5	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	priolepis	vexilla	priolepis_vexilla	59267	1,94	7	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	scorpaeniformes	triglidae	prionotus	albirostris	prionotus_albirostris	14256	20	13	IM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	scorpaeniformes	triglidae	prionotus	miles	prionotus_miles	12892	25	1	IM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	acanthuridae	prionurus	biafraensis	prionurus_biafraensis	4944	20	1	HD	Mob	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	acanthuridae	prionurus	laticlavius	prionurus_laticlavius	13417	60	10	HM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	acanthuridae	prionurus	maculatus	prionurus_maculatus	12625	45	9	HD	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	acanthuridae	prionurus	microlepidotus	prionurus_microlepidotus	12626	70	4	HD	VMob	Day	Bottom	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	acanthuridae	prionurus	punctatus	prionurus_punctatus	13419	60	7	HM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	pristiapogon	fraenatus	pristiapogon_fraenatus	6629	10	90	IM	Sed	Night	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	pristiapogon	kallopterus	pristiapogon_kallopterus	6633	15	98	PK	Sed	Night	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	pristiapogon	taeniopterus	pristiapogon_taeniopterus	6654	15	28	IM	Sed	Night	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	pristigenys	alta	pristigenys_alta	3518	30	15	IM	Mob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	pristigenys	niphonia	pristigenys_niphonia	7905	27,39999962		IM	Mob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	priacanthidae	pristigenys	serrula	pristigenys_serrula	3519	34	16	FC	Mob	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	beryciformes	holocentridae	pristilepis	oligolepis	pristilepis_oligolepis	12757	30	15	FC	Mob	Night	Low	Sol
actinopterygii_(ray-finned_fishes)	perciformes	lutjanidae	pristipomoides	aquilonaris	pristipomoides_aquilonaris	198	56		FC	Mob	Day	High	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	lutjanidae	pristipomoides	freemani	pristipomoides_freemani	205	23,29999924	5	FC	Mob	Day	High	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	lutjanidae	pristipomoides	zonatus	pristipomoides_zonatus	211	50		FC	Mob	Day	High	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	pristotis	obtusirostris	pristotis_obtusirostris	8127	14	45	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	prognathodes	aculeatus	prognathodes_aculeatus	3600	10	13	IM	Sed	Day	Low	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	prognathodes	brasiliensis	prognathodes_brasiliensis	60583	15	8	IM	Sed	Day	Low	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	prognathodes	carlhubbsi	prognathodes_carlhubbsi	60584	12,10000038	3	IM	Mob	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	prognathodes	dichrous	prognathodes_dichrous	12263	16	2	IM	Sed	Day	Low	Pair
